text_review,rating_review
"Хочу поделится своим отзывом на посещение клиники Яздорова, это посещение стало для меня судьбаностным, именно этот хирург клиники убедил нас не прибегать к операции даже диагностической без особых на то показаний. Расскажу о посещении клиники подробно. Клиника находится не далеко от м Коломенской. Вход в клинику на 2-ом этаже.  Приемная светлая с огромным зеркалом. Гардероб не предусмотрен, все раздетаются самообслуживанием.  Есть кулеры с водой. Это репродуктивная частная клиника, называется Университетская клиника, где очень много молодых ординаторов, они молча присутствуют на приеме пациентов. Клиника не плохо оснащена современной техникой, телевизорами, огромными экранами, консультации проходят оперативно, врачам не надо бегать по кабинетам на разных этажах, достаточно просто включить эфир нужного монитора и хирург может увидеть экспертное УЗИ своего пациента в режиме он-лайн. Операцинные и палаты - все оформлено довольно по спартански, не кормят, не выдают никакие сопутствующие товары - все надо привезти с собой. Довольно быстро отпускают домой без наблюдения, потом только делают 2 осмотра плановых. Очень большой список предоперационных анализов с кратким сроком действия. Врачи УЗИ очень опытные, все четко по делу и без запугивания. Очередь довольно большая, но все более-менее оперативно и прием проходит почти точно по времени (время ожидания примерно 15 минут).  Врач-хирург внушает доверие, своим вдумчивым подходом, по сравнению со всеми хирургами, у которых я консультировалась, придерживается главного постулата врача: ""Не навреди"".  Никаких ""Резать к чертовой матери""! Как многие хирурги любят, все очень лаконично, обоснованно, можно подискутировать с врачем, понять логику, спросить его аргументы, выслушать, взвесить, принять решение. На все консультации можно приходить с партнером. Минусы: 1. Самый большой минус для меня - это цены. Они космические за типовые в общем-то диагностические женские операции. Например: 68 тысяч руб стоит гистероРЕЗЕКТОскопия 4500 руб стоит экспертное УЗИ с доплером 2. Ординатура: в клинике очень много студентов медиков.  Плюсы: 1. Клиника работает с лабораторией ДеЖени /Laboratoires De Genie - это довольно важно для ГГРАМОТНОГО анализа биопсии и имуногистохимии. 2. Класс хирургии и уровень консультаций тоже на высоте. 3. Удобное расположение клиники, парковка  Рекомендую! В качестве альтернативы для оперативного вмешательства или разовой консультации. Будьте здоровы, девочки!  Если вам интересно почитать мои отзывы о некоторых репродуктивных клиниках и центрах, вы можете почитать их ниже: 1. ПМЦ 2. АЛЬТРАВИТА 3. НОВА КЛИНИК 4. ВИТРОКЛИНИК 5. МЕДСИ 6. Медицинский женский центр 7. Клиническая больница номер 4",5
"Всем привет. Хочу поделиться полезными курсами, которые сама недавно прошла, и оставить свое мнение. Я как-то была на другом курсе от like центра, скорость, но об это напишу возможно позже. Пока расскажу, как я проходила онлайн бизнес курс Чит-код. У меня самой небольшая музыкальная школа в городе, как для детей, так и для взрослых. Основная конечно цель для посещения курса – была увеличить число учеников и улучшить свои показатели по прибыли.  На тот момент я выходила в небольшой плюс, а как всегда останавливаться на достигнутом, конечно нельзя, надо развиваться дальше. Замечу, что во многом весь курс заточен на начинающих предпринимателей, но и тем, кто уже в бизнесе, тоже может подойти вспомнить основы, они порой помогают пересмотреть кое-какие моменты в работе.  Основной упор в курсе сделан на запуск и автоматизацию процессов, на психологию маленького бизнеса. Я проходила курс удаленно, в режиме он-лайн, сейчас это кстати очень актуально в связи со сложившейся ситуацией. Единственное, я то проходила курс в феврале и успела применить в марте полученные знания. Возвращаясь к конкретному курсу, что мы рассматривали в Чит-коде. Началось все в 19:00, мне заранее на почту прислали ссылку на онлайн трансляцию. Уже в где-то через 20 минут стартовал свою лекцию Аяз.  В своем блоге он рассматривал такие темы как: Кеш-аут, консультации конкурентов, как работает франшиза, декомпозиция и воронка продаж. Обсуждали также привлечение финансирования (если у вас не хватает своих сбережений, то тут рассказывают, как грамотно можно привлечь инвестиции в бизнес, как правильно подготовить и рассказать, почему именно вас должны проинвестирвоать и вложить в ваш бизнес средства). Основополагающие знания - бизнес как экосистема и оптимизация расходов - это три основных направления, которые я вынесла для себя.  После практически 2-часовой лекции, в которой нам давали не только теорию по учебнику, а также была и практика - примеры, кейсы, разборы ситуаций из жизни, нам задавали вопросы, мы строили ответы и решали задания, выступали 3 разных спикера, из разных ниш бизнеса и рассказывали свои примеры и наработки. Для себя из лайфхаков, которые были на курсе, подчерпнула именно, что нужно точечно воздействовать на «узкие горлышки» в свое бизнесе.  Для этого пересмотрела все свои метрики, нашла все уязвимые места и активно их прорабатывала ( например, поняла, что я стала меньше проводить рекламы или запускала часть рекламы не у подходящих моей аудитории блогеров). Мы даже сейчас продолжаем работать, пусть и в удаленном формате, но и сейчас полученные знания работают! Мероприятие идет 4 часа, так что закончили мы все в 23:00 примерно. Стоимость такого участия 800 рублей. На данный момент я могу сказать, что это самый удачный курс для предпринимателей в России, который мне попадался. Содержательно, увлекательно и, что действительно приятно довольно доступно.",5
"Красивая улыбка - это то, о чем я долго мечтала и наконец-то она у меня есть! Эту клинику я выбрала просто по наитию, просто увидела рекламу и решила прийти сюда. Первая консультация очень понравилась, меня тогда терапевт с ортодонтом осмотрели, снимок сделали и вообще все весьма подробно расписали 😉. Даже не ожидала, что столько внимания уделят, я рассчитывала только узнать о своих дальнейших перспективах. Доктор просто чудо, вот такая милая и приветливая с шикарнейшей улыбкой! После консультации я решила исправлять прикус элайнерами. С ними и уход за зубами простой, да и вообще мало кто заметил, что я ношу их)). Так и прошло почти 1,5 года, именно столько я ходила с элайнерами. Никаких проблем за все это время не заметила, все шло гладко и вообще хочу сказать, что сервис в этой клинике оказался прям отличный. Чисто, красиво, уютные кабинеты, новое оборудование. Очень приветливые и вежливые девушки на ресепшене, удобное время для приема предлагали, если какие-то вопросы есть - оперативно все решалось. Доктор внимательная и вовлеченная, всегда тщательно проводила осмотры, спрашивала о моем самочувствии. В общем, мне очень приятно было такое доброжелательное отношение 😊, тревожиться ни о чем не приходилось. Я очень довольна всем и особенно своей улыбкой, клинику эту рекомендую!",5
"Всем привет. Мы с мужем замотались жить на съёмном жильё, и, подкопив денег, приобрели однокомнатную квартиру в ЖК «Любимово» от застройщика «Инсити». Это новый микрорайон в Прикубанском округе, где есть варианты жилья на разный кошелёк. При этом микрорайон не в чистом поле, есть дороги, инфраструктура, детсады, школы, ходит автобус, много детских площадок и даже зона барбекю прямо во дворе. Заезжай и живи. Когда мы обратились в офис продаж, подкупило, что менеджер отнеслась к нам внимательно! Перед покупкой мы записались на экскурсию, посмотрели несколько квартир и остановились на однушке, где сейчас живём. Окна выходят на теневую сторону, летом прохладно, а зимой тепло! С соседями повезло - адекватные. А ещё у нас в подъезде консьерж, с общественным порядком всё ок. Спокойная обстановка. Во дворе есть парковочные места. Имеются места для раздельного сбора мусора, тем, кто стремится к экологичному образу жизни, это очень важно! Что с недостатками? К примеру, плохой заезд с улицы Росинского. Когда вечером все возвращаются домой, трудно свободно проехать...",5
"Я купила однокомнатную квартиру в ЖК Любимово больше года назад. Не буду скрывать, главным критерием стала цена и положительная репутация застройщика. Хотя на тот момент инфраструктура была совсем не такая, как сейчас. По сути я покупала кота в мешке). Но сделала отделку, кстати, заказывала у застройщика, стала жить да поживать. Жилье теплое, уютное, лифты современные! Год назад весной было немного уныло и печально. Но потом окружающие пространства стали благоустраиваться, засаживаться зеленью, застраиваться детсадами, достраивалась школа. Летом наш ЖК расцвел. Естественно, у нас еще не улучшены дороги, но все-таки вопрос решается на уровне правительства города, думаю, летом-осенью будут улучшения. Появились аптеки, новый ТЦ. Разбита площадка для выгула собак 🐕. Строится многоуровневая парковка. Лично я на протяжении года вижу заметные изменения на территории нашего ЖК. Я считаю, что купив квартиру в ЖК Любимово я не ошиблась. Нравится, что ГК Инсити, может, и не все делает идеально, хотя явно старается и умеет исправлять свои ошибки.",5
"Я очень довольна результатами выращивания укропа сорта «Гладиатор» от агрофирмы «Поиск»! Этот сорт радует меня своим насыщенным ароматом и приятным вкусом. Он прекрасно подходит для употребления в свежем виде, а также для приготовления различных блюд и приправ. Укроп «Гладиатор» растёт на моём участке каждый год. Всегда впечатляет качеством и количеством. Кустики укропа получаются высокими и пышными, а зонтики с семенами — крупными и сочными. Сорт укропа «Гладиатор» действительно оправдывает своё название 😉. Растение мощное, с крепкими стеблями и густой зеленью. Листья крупные, тёмно-зелёные, с сильным приятным ароматом. Зонтики с семенами формируются рано и дают обильный урожай. Я использую укроп «Гладиатор» для приготовления блюд, добавляю его в салаты, супы и вторые блюда. Также делаю из него приправы, замораживаю и сушу зелень на зиму. Укроп сохраняет свой аромат и полезные свойства даже после заморозки или сушки. В общем, я очень довольна сортом укропа «Гладиатор» и агрофирмой «Поиск». Рекомендую этот сорт всем, кто хочет вырастить вкусный, натуральный и ароматный укроп на своём участке!",5
"Меняли окна в офисном помещении в рамках ремонта и реконструкции. Подрядчиком выбрали компанию Пластика окон. У них самые нормальные сроки, качественные материалы и свое производство 😉. Хорошие гарантии на окна, фурнитуру и монтаж. Основным требованием была надежная фурнитура. Так как сотрудники, особенно в теплое время года открывают/закрывают их по многу раз на дню. Еще и есть такой момент, что далеко не все относятся к казенному имуществу как к своему собственному. В общем, нужно было, чтоб точно выдержали) Не варварское отношение, но различные нюансы. Ну и чтобы не были подвержены погодным катаклизмам. Не промерзали, не плакали, чтобы не дуло, чтобы профиль не желтел. Все моменты при заказе были четко оговорены, сроки установлены соответственно объему. Сроки при этом выдержали. И установили, на мой взгляд, довольно быстро, учитывая количество! Результатом все довольны, включая высшее руководство. Окна видно, что хорошие! Ну вот есть такое, видно это качество, что не эконом-вариант. Монтаж добросовестный, все подогнано! Отрегулировано и несанкционированных отверстий нет) Слышал потом хорошее и от сотрудников. Кому-то перестало дуть, у кого-то ушла проблема открыть окно, теперь все отлично. У кого-то на нужное расстояние теперь открывается, пришло людям счастье) Спасибо!",5
"Взяла займ и оплатила его, да случайно просрочила на 3 дня, ждала продажу кое-чего , но все погасила и все кредиты для того, что бы брать ипотеку с чистым рейтингом. Что делают быстроденьги- значит они, берут и не передают в бки то, что займ был взят, то есть он не светится в бки, но тут после оплаты займа, через месяц приходит оповещение о просрочке, я захожу а там, светится этот месячный займ так еще и с с просрочкой, еще и будто действующий!!!!! У меня нет слов! В чат не дописаться!оставила заявку на звонок, звонит мне оператор, сопли жует, ничего не знает, ничего не видит, я говорю что пришлю скрины, отправляю скрины и всё! Тишина. Мне никто не отвечает! Как решить этот вопрос????? Уже неделю светится займ в БКИ и испорченная история, вы афигели скажите? Почему мой займ светится спустя месяц после погашения??????????!!!! Я вас затаскаю по всем инстанциям, если вы не передадите в БКИ, что это сделано ошибочно и займ мой закрыт!",1
"Всем привет) Хочу поделиться своим отзывом о комании Poison Drop (далее - PD). Рекламу PD увидела в Инстаграмм и впервые меня что-то так заинтересовало, что я сразу перешла к ним на страницу и подписалась. Но на этом все: я человек, который не делает покупки ради покупки, нет я хочу купить и пользоваться этим. Выбрать товар на интернет платформе мне всегда сложно. И тут прогуливаясь по ТЦ ""Цветной"" (г. Москва) я увидела интересно оформленные витрины и не смогла пройти мимо. Оказалось это витрины магазина на который я подписана больше, чем полгода. Меня поразило разнообразие : множество изделий от разных дизайнеров; материалы и тренды - на любой вкус. Выбор просто огромный. я растерялась, нафоткала понравившиеся модели и ушла думать. И вот спустя какое-то время, любимый приходит домой с цветами и розовым пакетиком, который я сразу узнала!  PD ориентирован на то, что у них покупают вещи в подарок, продуманно все: от пакетика до подарочной коробочки с ленточкой!  Эти серьги я мерила в офлайн магазине и супруг запомнил и преподнёс в подарок. Хоть они тяжеловаты для человека, который всегда носит серьги-пусеты, но они очаровательны и настолько оригинальны, не вычурны , что это перекрыло момент с их весом. Выполнены они из ювелирного сплава, но аллергической реакции не вызвали (что бывает у меня с бижутерией).  В магазине представлено очень много дизайнеров со звучными именами, но есть и те, которые пока известны только узкому кругу людей. Тут я примерила серьги с эмалью от грузинского дизайнера LIYA. Изделие потрясающие, но я еще не готова к таким ярким акцентам. В PD бывают сезонные скидки. И уже после близкого знакомства с ассортиментом и удостоверившись в его качестве я решилась на интернет-заказ. Приложения у PD пока нет, полный адрес poisondrop  На заглавной странице находится информация о новинках, меню выглядит также как и на большинстве интернет-магазинов: только тут сразу виден город, который определила геолокация; ваша корзина и обозначено количество позиций внутри; избранные модели. Для себя отметила, что на сайте очень удобная и понятная навигация.  Если зайти во вкладку новинки, увидите украшения, которые находятся на пике трендов, которые вы могли видеть у знаменитостей или топовых блоггеров. Более 100 страниц новинок (как показывает в мобильной версии сайта). Для того, что бы сузить круг поиска достаточно воспользоваться фильтром, там множество вариантов сортировки: от цены изделия и его типа; до покрытия/материала и дизайнеров. Если от такого разнообразия у вас разбежались глаза, а голова идет кругом, можете зайти в раздел Shop the Look и посмотреть, как другие покупатели стилизуют/носят/применяют товары PD. Есть совершенно неожиданные сочетания, которые просто интересно увидеть для ""насмотренности"".  И хочу сразу заметить, на сайте представлены украшения не только для женского пола. Здесь могут найти себе что-то и представители мужского пола: от тинейджеров до бруталов.  После того, как вы определились с выбором украшения переходите в корзину. Если изделие приобретается в подарок, тут вам предлагают варианты цветов бесплатных пакетиков и коробочку за 300р. Также они позаботятся о том, что бы принимающая сторона не узнала о стоимости.  Далее вы переходите к завершающей стадии оформления. Хочу заметить, что стоимость доставки не дорогая, но кто-то ,наверно, предпочтет выбрать изделия на 5000 тыс для бесплатной доставки. Также возможен возврат. И то, что меня очень порадовало - гарантийный сервис, конечно, не хотелось бы что бы пришлось прибегать к этой услуге, но греет сердце то, что в случае чего ей можно воспользоваться.  После завершения оформления ваш заказ передают в работу (в период Sale процесс обработки занимал чуть больше временни изз-за наплыва заказов). Далее придет трек для отслеживания и все, остается немного подождать. Мой заказ пришел в PickPoint (даже с учетом размещения заказа в разгар распродажи, в пункт выдачи он поступил в течении недели). Насколько я была удивлена, когда увидела этот розовый пакет : Say Hello To Your New Jewellery.... Come to mommy, baby). Не могу не отметить, что упаковка на 100 % подлежит переработке. Коробочка с самой посылкой в стилистике PD.  На мягкой подложке находился холщовый мешочек с моими серьгами. Храню я их в нем же.  Состав: ювелирный сплав Вес одной серьги: 5 г Высота серьги: 2,5 см Украшение от дизайнера Lisa Smith: очень нравятся ее изделия , все они дерзкие и ультрамодные; дизайнер отошел от классических форм, отдав предпочтение полету фантазии на тему классики.  Отличный подарок самой себе. Хорошо, что я остановила выбор на данной модели она прекрасно вписывается во все мои образы. Не смотря на то, что изделие не из натурального материала аллергических реакций не вызывает.  Всем красоты и удачных покупок ❤️",5
"После длительного поиска жилья для своей семьи, я все-таки остановил свой выбор на трехкомнатной квартире площадью 68,2 кв.м. в ЖК Флагман. Купил по военной ипотеке! На момент приобретения в марте 2024 года строительство еще на стадии котлована. Сама квартира на 12 этаже корпуса 1.1, планировка отличная: две изолированные спальни, просторные гостиная и кухня + два санузла - полностью устроило нашу семью с ребенком. Немаловажным стало и удобное расположение ЖК в развивающемся районе Снеговая Падь и наличие нескольких вариантов выезда как в центр города, так и на основные магистрали. Плюсом также является близость остановки общественного транспорта. До школы тут ребенку совсем недалеко! Хотя на момент покупки некоторые высотки находятся еще в стадии котлована, сам застройщик ФСК Регион вселяет доверие, да и в общем у него при этом довольно хорошая репутацией на рынке недвижимости. Единственное, конечно же, потом после заселения в 2026 году, я подозреваю, что нам придется пережить еще и все стадии довершения работ по облагораживанию территории вокруг нашей высотки 😎. Ну а в принципе, где тут в новых районах по-другому. В целом, покупка квартиры на раннем этапе строительства по факту оказалась для меня самым рациональным решением, благодаря военной ипотеке, удобному расположению комплекса в развивающемся районе и продуманной планировке выбранной квартиры. Очень надеюсь, что сдача дома будет произведена в срок.",5
"Нормальная карта, которая удобна для родителя и полезна для ребенка. Конечно, сама по себе карта ничему ребенка не научит - родитель должен включаться и объяснять: например, как копить, зачем копить, рассказать про проценты, про кэшбэк и так далее. Для меня самым сложным было объяснить ребенку, почему кэшбэк возвращается баллами и что с этими баллами потом можно сделать. В связи с этим вопрос к банку - зачем вы сделали кэшбэк баллами? Почему не сделать рублями, как в карте Блэк? Там этих баллов-то, хорошо если сотня-другая по детской карте набегает, и не все покупки ими можно компенсировать, приходится ждать, пока что-то подходящее будет - в общем, заморочисто как-то с этими баллами. В остальном претензий нет: карта бесплатная, отражается в моем приложении, могу контролировать траты ребенка.",4
"Здравствуйте! Хочу поделиться своим мнением о карте Tinkoff Junior . Сразу скажу, здорово что есть разные дизайны, есть из чего выбрать. Наш сразу понял, какой он хочет, черный с какими-то чудищами. Банку сразу спасибо, знают чем сейчас интересуются дети такого возраста. Мы оформили карту сразу, как исполнилось 10 лет, вот прямо в этот же день. Особый прикол, что карта именная. Карта привязана к моей карте, мне удобно следить за тратами. Кстати, было как раз такое, что сын начал нетипично для него много тратить, потом оказалось, девочке из класса покупал пирожные в Вольчеке. Вот такая она, первая любовь… И вот явное-явное для нас, сын начал ценить деньги. Может, взрослеет, а может и карта сыграла здесь свою роль. Перестал покупать чупа-чкпсы и жвачки. Сказал, теперь хочет стать банкиром. Пришлось намекнуть на математику, что надо ДЗ делать усердней. Поверьте, лучше стало. Хотя в принципе ребенок у нас самый обыкновенный. Отзыв написала, вдруг еще мамам кому пригодится. Карта действительно очень удобная и платить за нее не надо, она с бесплатным обслуживанием.",5
"Мы получили карточку вот недавно. Идем в 5ый класс, без своей карты уже никуда. В началке ребенок почти не гулял без нас, сейчас уже более самостоятельный, конечно хочется и мороженое съесть, и газировки с чипсами Было иногда обидно, когда не могли дать ребенку на карман, просто потому что налички дома почти никогда не водится.Стали смотреть детские карты. Они сейчас есть у многих банков. Конечно изначально склонялись больше к Тинькофф, так как у обоих там основные карты в этом банке и проще было бы контролировать траты сына Но готовы были посмотреть и другие варианты :)Оказалось выбирать особо не из чего, несмотря на наличие таких карт у других банков. Либо платное обслуживание, либо нет кешбеков или замороченные условия из получения, а уж такого кидс френдли приложения как у Тинькофф я и подавно нигде не увидела Тем временем у Тинькофф 0 р. в месяц и год, кешбеки 1% + повышенные на разные суммы, и приложение понятное ребенку с милейшими историями, которые интересно было полистать даже мне И несколько приятных мелочей, доставка с передачей в руки ребенку в моем присутствии, наклеечки в подарок и выбранный сыном самостоятельно внешний вид карточки",5
"Всем добрый день! У нас у всей семьи карты Блэк, вот и дочери я тоже решила оформить банковскую карту, только детскую. В последнее время она стала больше тратить карманных денег, ну а мне стало любопытно, на что. В общем захотелось как-то начать приучать ее к ответственному отношению к деньгам, потому что возраст уже такой что понимание быть должно. Заказала карту, а перед этим позвонила в поддержку, чтобы расспросить про возможности этой карты. Мне очень подробно все рассказали, как пользоваться, где смотреть информацию, как ставить лимиты на разные периоды. Про такую функцию я и не знала, оказывается что можно класть на карту деньги, но ограничить ребенка суммой которую например он может потратить за неделю. А я как раз думала, что придется каждую неделю дочке какие-то деньги переводить. Карту нам доставили быстро и она у ребенка прижилась. Никаких криминальных расходов конечно же я не обнаружила, оказывается дочь просто пыталась накопить на умные часы. Теперь мы с ней все деньги положили на накопительный счет, так что теперь они еще и под процентами.",5
"Заказали дочери карту, сама очень просила. Я предупреждала, что теперь смогу контролировать ее расходы. Она сказала, что ее это вообще не беспокоит. Карта бесплатная по обслуживанию, переводы на нее тоже бесплатные. Можно ограничить снятие наличности в банкомате и сделать так, чтобы ребенок никуда деньги не переводил. Когда у дочери появилась карта, я заметила, что она тратит слишком много на фаст фуд и сладости. И приняла решение поставить ей лимиты на расходы. Не потому что мне денег жалко, а ради здоровья ребенка. Теперь в неделю у нее есть тысяча рублей. Пока наблюдаю. В первый раз спустила все за 2 дня. Я еще денег скинула, но предупредила, что так мы больше делать не будем, она должна учиться распределять свои траты. Во вторую неделю уже она растянула на 5 дней, а в третью даже небольшой остаток появился в виде 80 рублей. Дочь мои ограничения восприняла спокойно, тем более что сама просила карту. Так вот мы и осваиваем финансовую грамотность потихоньку. Она еще и в приложении что-то там читает, там тоже какие-то уроки финансовой грамотности есть.",5
"Сын давно копит деньги. Раньше он складывал денежки в копилочку, а недавно попросил оформить ему банковскую карточку. Сказал, что так ему будет проще отслеживать сколько денег у него есть. Поскольку сама я давно пользуюсь картой блэк от Тинькоф, то выбор был понятен. Оправили заявку, определились с дизайном и через день курьер привез нам карту. Получала я, потому что сыну нет еще 14 лет, и заявку оформляли на мое имя. Установили ему приложение на телефон, чтобы у сына отображались все его накопления. Все что он до этого накопил, он положил на карту. Поскольку сын у меня мальчик бережливый, то сумма там получилась очень интересная. Я даже была удивлена. Так он и стал на свою карту в виртуальную копилку деньги складывать. Мы ему даем на расходы, а он часть тратит, а часть складывает на карту. Сын стал еще изучать, как заработать баллы за покупки и кэшбеки, это тоже своего рода способ пусть не накопить деньги, так хотя бы их частично вернуть. А еще с картой джуниор у ребенка есть возможность заработать деньги. Я ему через приложение даю определенное задание, и за его выполнение на карту сына с моей карты переводится заявленная сумма. Эта функция очень помогает мне с повседневными делами, потому что по-другому я ребенка не могу уговорить помочь мне по дому.",5
